CLUE,TITLE,FEN,SOLUTION
White to move.,"Alexander Lastin vs Vladimir Burmakin, Moscow, 1994",3r3k/1p3Rpp/p2nn3/3N4/8/1PB1PQ1P/q4PP1/6K1 w - - 1 0,1. Bxg7+ Nxg7 2. Rf8+ Rxf8 3. Qxf8# 
White to move.,"Mirage vs ""Francesca"", London, 1994",6kr/p1Q3pp/3Bbbq1/8/5R2/5P2/PP3P1P/4KB1R w - - 1 0,1. Qd8+ Kf7 2. Qe7+ Kg8 3. Qf8# 
White to move.,"Greg Small vs Ilan Kreitner, Las Vegas, 1994",rq2r2k/pp2p2p/3p1pp1/6R1/4P3/4B3/PPP1Q3/2K4R w - - 1 0,1. Rxg6 Qc8 2. Rxh7+ Kxh7 3. Qh5#
Black to move.,"Yuri Yakovich vs Zurab Azmaiparashvili, New York, 1994",r5k1/3npp1p/2b3p1/1pn5/2pRP3/2P1BPP1/r1P4P/1NKR1B2 b - - 0 1,1... Rxc2+ 2. Kxc2 Ra2+ 3. Kc1 Nb3#
Black to move.,"Daniel Boden vs Holger Kubiak, Braunschweig, 1995",7r/2pk2p1/p2p1b2/1p6/4P3/1PN1Bb2/RPP2P2/4K3 b - - 0 1,1... Bxc3+ 2. bxc3 Rh1+ 3. Kd2 Rd1# 
White to move.,"Nick De Firmian vs Robert Huebner, Polanica Zdroj, 1995",r1bq2rk/pp1n1p1p/5P1Q/1B3p2/3B3b/P5R1/2P3PP/3K3R w - - 1 0,1. Rg7 Nf8 2. Rxg8+ Kxg8 3. Qg7# 
White to move.,"Igor Glek vs Alfred Kertesz, Bonn, 1995",r1n1qnr1/2p3k1/1pP1p1pp/bP1pPp2/3P1P1Q/BR3NR1/4BP1P/7K w - - 1 0,1. Qf6+ Kh7 2. Ng5+ hxg5 3. Rh3# 
White to move.,"Johann Hjartarson vs Ribeiro Gonzalez Bolivar, Linares, 1995",4r2k/4Q1bp/4B1p1/1q2n3/4pN2/P1B3P1/4pP1P/4R1K1 w - - 1 0,1. Nxg6+ hxg6 2. Qh4+ Bh6 3. Qxh6# 
White to move.,"Svetlana Matveeva vs Almira Skripchenko, Kishinev, 1995",r1b1r3/ppq2pk1/2n1p2p/b7/3PB3/2P2Q2/P2B1PPP/1R3RK1 w - - 1 0,1. Bxh6+ Kxh6 2. Qf6+ Kh5 3. Bf3# 
White to move.,"Peter Heine Nielsen vs Jonas Barkhagen, Copenhagen, 1995 ",r2r1b1k/pR6/6pp/5Q2/3qB3/6P1/P3PP1P/6K1 w - - 1 0,1. Rh7+ Kxh7 2. Qxg6+ Kh8 3. Qh7# 
White to move.,"Risto Redsven vs Riku Molander, Helsinki, 1995",4r1r1/pb1Q2bp/1p1Rnkp1/5p2/2P1P3/4BP2/qP2B1PP/2R3K1 w - - 1 0,1. e5+ Kxe5 2. Rxe6+ Rxe6 3. Qd4#
White to move.,"Paul Tuffery vs Peter Stuart, Wellington, 1995",1r2qrk1/p4p1p/bp1p1Qp1/n1ppP3/P1P5/2PB1PN1/6PP/R4RK1 w - - 1 0,1. Nf5 gxf5 2. Qxf5 dxe5 3. Qxh7# 
White to move.,"Alexey Vyzmanavin vs Alexei Gavrilov, Novgorod, 1995",r1q2b2/p4p1k/1p1r3p/3B1P2/3B2Q1/4P3/P5PP/5RK1 w - - 1 0,1. Bxf7 h5 2. Bg8+ Kh6 3. Qf4# 
White to move.,"A Ynigo vs David Levine, Philadelphia, 1995",r5rk/pp2qb1p/2p2pn1/2bp4/3pP1Q1/1B1P1N1R/PPP3PP/R1B3K1 w - - 1 0,1. Rxh7+ Kxh7 2. Qh5+ Kg7 3. Qh6# 
Black to move.,"Gisela Fischdick vs Bent Larsen, Meisdorf, 1996",2r5/p1qp1kpp/b4p2/3P4/2nQ1P2/3p2N1/PP4PP/1K1RN3 b - - 0 1,1... Nd2+ 2. Ka1 Qc1+ 3. Rxc1 Rxc1# 
Black to move.,"K Fredborg vs E Bulevicius, Marijampole, 1996",r1bq1rk1/ppp2p1p/2np2pb/4p3/2N1P1P1/P2P1P1P/2P1N3/1R1QKB1R b - - 0 1,1... Qh4+ 2. Ng3 Qxg3+ 3. Ke2 Nd4#
White to move.,"Daniel Fridman vs A Arcimenia, Marijarnpole, 1996",r1bnrn2/ppp1k2p/4p3/3PNp1P/5Q2/3B2R1/PPP2PP1/2K1R3 w - - 1 0,1. Qb4+ c5 2. dxc6+ Kf6 3. Qh4# 
White to move.,"Jesse Kraai vs Andreas Peters, Germany, 1996",2rnk3/pq3p2/3P1Q1R/1p6/3P4/5P2/P1b1N1P1/5K2 w - - 1 0,1. d7+ Kxd7 2. Qd6+ Ke8 3. Rh8# 
White to move.,"Natalia Pogonina vs A Kizhikina, Volgograd, 1996",2r3k1/ppq3p1/2n2p1p/2pr4/5P1N/6QP/PP2R1P1/4R2K w - - 1 0,1. Re8+ Rxe8 2. Rxe8+ Kf7 3. Qg6# 
White to move.,"Judit Polgar vs Jun Xie, Melody Amber Rapid, 1996",3r2k1/1b2Qp2/pqnp3b/1pn5/3B3p/1PR4P/P4PP1/1B4K1 w - - 1 0,1. Bh7+ Kxh7 2. Qxf7+ Bg7 3. Qxg7# 
Black to move.,"Ramiro Valdez vs Ricardo Dosseti Saidman, Pan-American Ch, 1996",2kr3r/1pp2ppp/pbp4n/5q2/1PP5/2Q5/PB3PPP/RN3RK1 b - - 0 1,1... Qxf2+ 2. Rxf2 Rd1+ 3. Qe1 Rxe1# 
White to move.,"Sergey Akchelov vs Alexander Shukan, Alushta, 1997",r1bn1b2/ppk1n2r/2p3pp/5p2/N1PNpPP1/2B1P3/PP2B2P/2KR2R1 w - - 1 0,1. Nb5+ cxb5 2. Be5+ Kc6 3. cxb5#
White to move.,"Igor Glek vs Frans Cuijpers, Germany, 1997",1qr1k3/pb2p3/1p2N3/1NpPp3/8/7Q/PPP5/2K1R3 w - - 1 0,1. Rf1 Bxd5 2. Ng7+ Kd8 3. Rf8# 
White to move.,"Julian Hodgson vs Jonathan Rowson, Rotherham, 1997",1k5r/3R1pbp/1B2p3/2NpPn2/5p2/8/1PP3PP/6K1 w - - 1 0,1. Rc7 Ka8 2. Nd7 Bxe5 3. Ra7# 
White to move.,"Ljubomir Ljubojevic vs Anatoly Karpov, Monte Carlo, 1997",3r4/4RRpk/5n1N/8/p1p2qPP/P1Qp1P2/1P4K1/3b4 w - - 1 0,1. Rxg7+ Kxh6 2. Rh7+ Nxh7 3. Qg7# 
White to move.,"Arn Neuenschwander vs Oskar Nadenau, Bad Wildbad, 1997",r1bq2r1/ppnn1pk1/2p3pR/2B1p1P1/2P1P1P1/2N2P2/PP1Q4/R3KB2 w Q - 1 0,1. Rh7+ Kxh7 2. Qh2+ Kg7 3. Qh6# 
White to move.,"Alexander Riazantsev vs Alexander Gamota, Moscow, 1997",7k/pb4rp/2qp1Q2/1p3pP1/np3P2/3PrN1R/P1P4P/R3N1K1 w - - 1 0,1. Qf8+ Rg8 2. Rxh7+ Kxh7 3. Qh6# 
Black to move.,"Jennifer Shahade vs Josh Waitzkin, Chicago, 1997",r4r1k/5p2/3P4/4pP1N/b5P1/b1p2B2/p1P1R2P/K2R4 b - - 0 1,1... Bb2+ 2. Kxa2 Bxc2+ 3. Bxa8 Rxa8# 
White to move.,"Le Thanh Tu vs Nguyen Thi Thanh An, Dong Thap, 1997",r2q1rk1/pp3pp1/2n5/3p1b2/2P4R/2B1Q1P1/PP2P3/R3K3 w Q - 1 0,1. Rh8+ Kxh8 2. Qh6+ Bh7 3. Qxg7#
Black to move.,"Todd Andrews vs Emory Tate, Philadelphia, 1998",5rk1/1p1n2bp/p7/P2P2p1/4R3/4N1Pb/2QB1q1P/4R2K b - - 0 1,1... Bg2+ 2. Nxg2 Qf1+ 3. Rxf1 Rxf1# 
White to move.,"Goran Cabrilo vs Petar Popovic, Vrnjacka Banja, 1998",2kr3r/1p3ppp/p3pn2/2b1B2q/Q1N5/2P5/PP3PPP/R2R2K1 w - - 1 0,1. Nb6+ Bxb6 2. Qc4+ Bc7 3. Qxc7#
Black to move.,"Silvio Danailov vs James Sherwin, Germany, 1998",r1b3k1/p1p1n1pp/2pp1r2/2b5/4Pp1q/2NB1P2/PPP1Q1PP/R3BR1K b - - 0 1,1... Qxh2+ 2. Kxh2 Rh6+ 3. Bh4 Rxh4# 
White to move.,"Cristian Faig vs Vinicius Marques, Isla Margarita, 1998",r1b2rk1/1p3ppp/p2p4/3NnQ2/2B1R3/8/PqP3PP/5RK1 w - - 1 0,1. Ne7+ Kh8 2. Qxh7+ Kxh7 3. Rh4#
White to move.,"Tamaz Gelashvili vs Jan Sorensen, Korinthos, 1998",2r3r1/7p/b3P2k/p1bp1p1B/P2N1P2/1P4Q1/2P4P/7K w - - 1 0,1. Nxf5+ Kxh5 2. Qh4+ Kg6 3. Qg5# 
White to move.,"Manfred Herzog vs Udo Helscher, Wiesbaden, 1998",rnbqr1k1/ppp3p1/4pR1p/4p2Q/3P4/B1PB4/P1P3PP/R5K1 w - - 1 0,1. Qf7+ Kh8 2. Rxh6+ gxh6 3. Qh7#
White to move.,"Vassily Ivanchuk vs Josif Dorfman, Cap d'Agde, 1998",4rk2/p5p1/1p2P2N/7R/nP5P/5PQ1/b6K/q7 w - - 1 0,1. Qd6+ Re7 2. Qd8+ Re8 3. e7# 
White to move.,"Peter Leko vs Ferenc Palasti, Hungary, 1998",3R4/p1r3rk/1q2P1p1/5p1p/1n6/1B5P/P2Q2P1/3R3K w - - 1 0,1. Rh8+ Kxh8 2. Qh6+ Kg8 3. Rd8# 
White to move.,"Lilit Mkrtchian vs Monica Vilar Lopez, Elista, 1998 ",4q2r/5npr/1R1Qpkb1/3p1pR1/2pP1P1P/2P1KB2/2P3N1/8 w - - 1 0,1. Rxg6+ Kxg6 2. Qxe6+ Qxe6+ 3. Rxe6# 
White to move.,"David Navara vs Jan Helbich Jr, Olomouc, 1998",r3Rnkr/1b5p/p3NpB1/3p4/1p6/8/PPP3P1/2K2R2 w - - 1 0,1. Rxf6 hxg6 2. Rfxf8+ Kh7 3. Rxh8# 
White to move.,"Vladislav Nevednichy vs Alin Ardeleanu, Brasov, 1998",4B3/6R1/1p5k/p2r3N/Pn1p2P1/7P/1P3P2/6K1 w - - 1 0,1. Rg6+ Kh7 2. Nf6+ Kh8 3. Rg8# 
White to move.,"Joerg Ott vs G Straub, Finkenstein, 1998",r1bqrnk1/ppp3pp/2nbpp2/3pN2Q/3P1P2/2PBP1B1/PP4PP/RN2K2R w KQ - 1 0,1. Bxh7+ Nxh7 2. Qf7+ Kh8 3. Ng6# 
White to move.,"Michael Roiz vs Viktor Aronov, Beer-Sheva, 1998",3Rrk2/1p1R1pr1/2p1p2Q/2q1P1p1/5P2/8/1PP5/1K6 w - - 1 0,1. Qh8+ Rg8 2. Rxf7+ Kxf7 3. Qf6# 
White to move.,"Oleg Romanishin vs Gerhard Schmidt, Dresden, 1998",1r1rb3/p1q2pkp/Pnp2np1/4p3/4P3/Q1N1B1PP/2PRBP2/3R2K1 w - - 1 0,1. Bh6+ Kxh6 2. Qf8+ Kg5 3. h4# 
White to move.,"Grigory Serper vs Robert Gardner, North Bay, 1998",2r1r3/p5q1/1p2k1p1/4p2p/2P5/1P1QR1P1/P6P/5RK1 w - - 1 0,1. Qd5+ Ke7 2. Rxe5+ Qxe5 3. Rf7# 
White to move.,"James Sherwin vs Ronald Reichardt, Germany, 1998",7k/1ppq4/1n1p2Q1/1P4Np/1P3p1B/3B4/7P/rn5K w - - 1 0,1. Nf7+ Qxf7 2. Bf6+ Qxf6 3. Qh7# 
White to move.,"Jan Sorensen vs Panayotis Vlassis, Korinthos, 1998",r1b2rk1/pp2b1pp/q3pn2/3nN1N1/3p4/P2Q4/1P3PPP/RBB1R1K1 w - - 1 0,1. Qxh7+ Nxh7 2. Bxh7+ Kh8 3. Ng6#
White to move.,"Robert Wade vs Arpi Shah, Hampstead, 1998 ",3r1k2/r1q2p1Q/pp2B3/4P3/1P1p4/2N5/P1P3PP/5R1K w - - 1 0,1. Qh8+ Ke7 2. Rxf7+ Kxe6 3. Qf6# 
White to move.,"Bengt Wikman vs Leo Peltola, Tampere, 1998",2rq1r1k/1b2bp1p/p1nppp1Q/1p3P2/4P1PP/2N2N2/PPP5/1K1R1B1R w - - 1 0,1. Ng5 fxg5 2. hxg5 Bxg5 3. Qxh7#
White to move.,"Chen Zhu vs Gallego Sergio Castillo, Ubeda, 1998",r2q3k/ppb3pp/2p1B3/2P1RQ2/8/6P1/PP1r3P/5RK1 w - - 1 0,1. Qxh7+ Kxh7 2. Rh5+ Kg6 3. Bf7# 
White to move.,"Glenn Flear vs Jean-Louis Sabatie, Creon, 1999",r3kb1r/1p3ppp/p1n2n2/4p1N1/2B3b1/1P2P3/P4PPP/RNBR2K1 w kq - 1 0,1. Bxf7+ Ke7 2. Ba3+ Nb4 3. Bxb4# 
White to move.,"Valentina Golubenko vs Stanislav Beljaev, Kohtla-Jarve, 1999",r4k2/6pp/p1n1p2N/2p5/1q6/6QP/PbP2PP1/1K1R1B2 w - - 1 0,1. Qd6+ Ke8 2. Qxe6+ Ne7 3. Qf7# 
White to move.,"Valentina Golubenko vs Dmitry Knyazhev, Kohtla-Jarve, 1999",6k1/3q1ppp/p2r4/1p6/4Q3/8/PPP3PP/3R3K w - - 1 0,1. Qa8+ Qd8 2. Qxd8+ Rxd8 3. Rxd8# 
White to move.,"Zbigniew Jasnikowski vs Piotr Mickiewicz, Suwalki, 1999",2n2rk1/5p1p/6p1/1pQ5/2q5/2N1B1P1/1b3P1P/4R1K1 w - - 1 0,1. Qxf8+ Kxf8 2. Bh6+ Kg8 3. Re8# 
Black to move.,"Zygmunt Kolendo vs Slawomir Litke, Poznan, 1999",5rk1/pp3ppp/7r/6n1/NB1P3q/PQ3P2/1P4P1/R4RK1 b - - 0 1,1... Nh3+ 2. gxh3 Qg3+ 3. Kh1 Rxh3# 
White to move.,"Hua Ni vs M Ssegirinya Joseph-Mary, Shenyang, 1999 ",2r4b/pp1kprNp/3pNp1P/q2P2p1/2n5/4B2Q/PPP3R1/1K1R4 w - - 1 0,1. Nc5+ Kc7 2. Qd7+ Kb6 3. Qxb7# 
White to move.,"Judit Polgar vs Artashes Minasian, Batumi, 1999",4R3/p2r1q1k/5B1P/6P1/2p4K/3b4/4Q3/8 w - - 1 0,1. g6+ Kxg6 2. Qh5+ Kxf6 3. Qg5# 
White to move.,"James Reed vs Aad Tenwolde, Soest, 1999",r1bqr1k1/pp3pbR/2n1p1p1/4PnN1/2Bp1P2/2N4Q/PP4P1/R1B1K3 w Q - 1 0,1. Rh8+ Bxh8 2. Qh7+ Kf8 3. Qxf7# 
White to move.,"Almira Skripchenko vs Rosa Te-Llalemand, Paris, 1999 ",r2r2k1/p3bppp/3p4/q2p3n/3QP3/1P4R1/PB3PPP/R5K1 w - - 1 0,1. Rxg7+ Kf8 2. Rg8+ Kxg8 3. Qh8# 
White to move.,"Emory Tate vs Rodney Flores, Fredericksburg, 1999",Q7/1R5p/2kqr2n/7p/5Pb1/8/P1P2BP1/6K1 w - - 1 0,1. Qa6+ Kd5 2. Qd3+ Kc6 3. Qb5# 
White to move.,"F Tiero vs Curtalin, Lyons, 1999",r2q1r2/pppb1pkn/3p1np1/3Pp3/2P1P1PB/2N3P1/PP1QB3/R3K2R w KQ - 1 0,1. Qh6+ Kg8 2. Bxf6 Nxf6 3. Qh8# 
Black to move.,"Nelly Aginian vs Salome Melia, Batumi, 2000 ",8/5kB1/3p4/1p3q1p/7P/KPPn2Q1/P7/8 b - - 0 1,1... Qc5+ 2. b4 Qa7+ 3. Kb3 Qa4# 
White to move.,"Nigel Davies vs Christoph Engelbert, Gausdal, 2000",5rn1/1q1r3k/7p/3N1p2/P1p1pP2/2Q5/1P4RP/6RK w - - 1 0,1. Rxg8 Qxb2 2. Rh8+ Rxh8 3. Nf6# 
White to move.,"Garry Kasparov vs Alexander Karman, Internet, 2000",r3rk2/5pn1/pb1nq1pR/1p2p1P1/2p1P3/2P2QN1/PPBB1P2/2K4R w - - 1 0,1. Qf6 Qxf6 2. gxf6 Nxe4 3. Rh8# 
Black to move.,"E Kirnos vs Andre Volokitin, Alushta, 2000 ",4r1k1/1b5p/p5p1/1p3P2/5Q2/PNP5/4q1PP/6RK b - - 0 1,1... Qxg2+ 2. Rxg2 Re1+ 3. Qf1 Rxf1# 
Black to move.,"Fraser Mcleod vs James Sherwin, Hampshire, 2000 ",6k1/5p2/R5p1/P6n/8/5PPp/2r3rP/R4N1K b - - 0 1,1... Rxh2+ 2. Nxh2 Nxg3+ 3. Kg1 Rg2#
White to move.,"Luke McShane vs Daniel Pedersen, Brussels, 2000",8/7p/4Nppk/R7/6PP/3n2K1/Pr6/8 w - - 1 0,1. g5+ fxg5 2. hxg5+ Kh5 3. Ng7# 
White to move.,"Alexander Motylev vs Alexei Iljushin, Samara, 2000 ",r3rnk1/pp6/1q3B1p/3pP2Q/8/8/PP4PP/1B3b1K w - - 1 0,1. Bh7+ Nxh7 2. Qg6+ Kf8 3. Qg7# 
White to move.,"Ian Nepomniachtchi vs Aggelos Sismanis, Chalkidiki, 2000 ",2r2b1k/p2Q3p/b1n2PpP/2p5/3r1BN1/3q2P1/P4PB1/R3R1K1 w - - 1 0,1. Qg7+ Bxg7 2. hxg7+ Kg8 3. Nh6# 
White to move.,"Almira Skripchenko vs Angela Khegai, Istanbul, 2000",2r1n1k1/1q1r1p1p/pp1ppBp1/8/P1P2PP1/1P1R3Q/7P/5RK1 w - - 1 0,1. Qxh7+ Kxh7 2. Rh3+ Kg8 3. Rh8# 
White to move.,"Emory Tate vs Arthur Abolianin, Deurne, 2000 ",k7/4rp1p/p1q3p1/Q1r2p2/1R6/8/P5PP/1R5K w - - 1 0,1. Qd8+ Qc8 2. Rb8+ Ka7 3. Qb6# 
White to move.,"Walter Browne vs Yuri Shulman, Las Vegas, 2001",5n2/2B4k/ppb3p1/2p2N1p/P1r5/7P/1P4P1/4R1K1 w - - 1 0,1. Re7+ Kh8 2. Be5+ Kg8 3. Nh6# 
White to move.,"Ivan Cheparinov vs Branko Macanga, Vukovar, 2001",2b1r2r/2q1p1kn/pN1pPp2/P2P1RpQ/3p4/3B4/1P4PP/R6K w - - 1 0,1. Qf7+ Kh6 2. Rxf6+ Nxf6 3. Qg6# 
White to move.,"Tamaz Gelashvili vs Panayiotis Kakogiannis, Korinthos, 2001",rq2kb1r/1p1n1pp1/p3p1b1/1B1pP1Bp/NP1P3P/P7/5PP1/2RQK2R w - - 1 0,1. Bxd7+ Kxd7 2. Nb6+ Ke8 3. Qa4# 
Black to move.,"Sopio Gvetadze vs Elina Danielian, Warsaw, 2001",8/6bk/1p6/5pBp/1P2b3/6QP/P5PK/5q2 b - - 0 1,1... Be5 2. Bf4 Bxf4 3. Qxf4 Qxg2# 
Black to move.,"Volodymyr Jakymov vs Ernesto Inarkiev, Halkidiki, 2001",2B5/7p/3p2p1/8/1R2n1P1/1P2k3/1P5r/5K2 b - - 0 1,1... Nd2+ 2. Kg1 Nf3+ 3. Kf1 Rf2#
White to move.,"Alexandra Kosteniuk vs Anna Ushenina, Minsk, 2001 ",3r3k/pp4p1/3qQp1p/P1p5/7R/3rN1PP/1B3P2/6K1 w - - 1 0,1. Rxh6+ gxh6 2. Bxf6+ Kh7 3. Qf7# 
White to move.,"Bruno Marzolf vs Hartmut Kohl, Germany, 2001",r2q1r1k/pppb2pp/2np4/5p2/5N2/1B1Q4/PPP1RPPP/R5K1 w - - 1 0,1. Ng6+ hxg6 2. Qh3+ Qh4 3. Qxh4# 
Black to move.,"Ngan Phan-Koshnitsky vs Almira Skripchenko, Moscow, 2001 ",8/6pk/4Q3/p3P1Pp/1p3P1K/8/1P4q1/8 b - - 0 1,1... Qh2+ 2. Qh3 Qxf4+ 3. Kxh5 g6# 
White to move.,"Emil Sutovsky vs Harmen Jonkman, Tel Aviv, 2001",4n3/p3N1rk/5Q2/2q4p/2p5/1P3P1P/P1P2P2/6RK w - - 1 0,1. Rxg7+ Nxg7 2. Qg6+ Kh8 3. Qh6# 
Black to move.,"Nico Vink vs Teimour Radjabov, Wijk aan Zee, 2001 ",8/5p1k/3p2q1/3Pp3/4Pn1r/R4Qb1/1P5B/5B1K b - - 0 1,1... Rxh2+ 2. Kg1 Bf2+ 3. Kxh2 Qg1# 
Black to move.,"Pablo Bulo vs Gabriel Mazziotti Irigoyen, Buenos Aires, 2002",5rk1/pR4pp/4p2r/2p1n2q/2P1p3/P1Q1P1P1/1P3P1P/R1B2NK1 b - - 0 1,1... Nf3+ 2. Kh1 Qxh2+ 3. Nxh2 Rxh2# 
White to move.,"Nase Lungu vs Devarajen Chinasamy, Bled, 2002",r1b4r/1p2kpp1/p3p3/4P2n/2qN4/2N5/PPPQ3P/2KR3R w - - 1 0,1. Nf5+ exf5 2. Qd6+ Ke8 3. Qd8#
White to move.,"Shakhriyar Mamedyarov vs Vitezslav Priehoda, Batumi, 2002",2Q5/p4qk1/1p3p2/1P2n1pP/4B1P1/6K1/5P2/8 w - - 1 0,1. h6+ Kxh6 2. Qh8+ Qh7 3. Qxh7# 
Black to move.,"Andranik Matikozian vs Varuzhan Akobian, Los Angeles, 2002",1k5r/pp1Q1pp1/2p4r/b4Pn1/3NPp2/2P2P2/1q4B1/1R2R1K1 b - - 0 1,1... Rh1+ 2. Bxh1 Nh3+ 3. Kf1 Qf2#
White to move.,"Luke McShane vs Peter Roder, Copenhagen, 2002",3b2r1/5Rn1/2qP2pk/p1p1B3/2P1N3/1P3Q2/6K1/8 w - - 1 0,1. Bxg7+ Rxg7 2. Qh3+ Bh4 3. Qxh4# 
Black to move.,"Jean Netzer vs Maxime Vachier-Lagrave, Hyeres, 2002 ",5r2/6k1/p2p4/6n1/P3p3/8/5P2/2q2QKR b - - 0 1,1... Nf3+ 2. Kg2 Qg5+ 3. Kh3 Rh8# 
White to move.,"Levan Pantsulaia vs Igor Smirnov, Heraklio, 2002",1R6/5qpk/4p2p/1Pp1Bp1P/r1n2QP1/5PK1/4P3/8 w - - 1 0,1. Qxh6+ Kxh6 2. Rh8+ Kg5 3. f4# 
White to move.,"Jennifer Shahade vs Arthur Feuerstein, Parsippany, 2002",rn1k3r/1b1q1ppp/p2P4/2B2p2/8/1QNBR3/PP3PPP/2R3K1 w - - 1 0,1. Qb6+ Kc8 2. Bxf5 Bc6 3. Qc7# 
White to move.,"James Sherwin vs Christopher Dorrington, Torquay, 2002 ",r6k/pb4bp/5Q2/2p1Np2/1qB5/8/P4PPP/4RK2 w - - 1 0,1. Ng6+ hxg6 2. Qh4+ Bh6 3. Qxh6# 
White to move.,"Juergen Wempe vs Hermann Krieger, Merano, 2002",5rk1/pbppq1bN/1pn1p1Q1/6N1/3P4/8/PPP2PP1/2K4R w - - 1 0,1. Nf6+ Rxf6 2. Rh8+ Kxh8 3. Qh7#
White to move.,"Sergei Zhigalko vs Igor Ratkovich, Minsk, 2002 ",3n2b1/1pr1r2k/p1p1pQpp/P1P5/2BP1PP1/5K2/1P5R/8 w - - 1 0,1. Bd3 Bf7 2. Rxh6+ Kxh6 3. Qh8# 
White to move.,"Levon Aronian vs Dragan Solak, Internet, 2003",3R4/2Q5/4qppk/pp2B3/8/P7/8/7K w - - 1 0,1. Rh8+ Kg5 2. Qc1+ Kf5 3. Qf4#
White to move.,"Csaba Balogh vs Aleksandra Dimitrijevic, Novi Sad, 2003",rn3k2/pR2b3/4p1Q1/2q1N2P/3R2P1/3K4/P3Br2/8 w - - 1 0,1. Rxb8+ Bd8 2. Rdxd8+ Ke7 3. Rd7#
White to move.,"Mark Bluvshtein vs Stig Martinsen, Gausdal, 2003",8/1p2pQnp/2r2q2/3p2k1/1P4B1/6P1/5PK1/7R w - - 1 0,1. Rh5+ Kxg4 2. f3+ Qxf3+ 3. Qxf3#
White to move.,"Magnus Carlsen vs Hans K Harestad, Copenhagen, 2003",r7/3bb1kp/q4p1N/1pnPp1np/2p4Q/2P5/1PB3P1/2B2RK1 w - - 1 0,1. Qxg5+ fxg5 2. Rf7+ Kxh6 3. Rxh7# 
White to move.,"Franz Hoelzl vs Michael Schwarz, Austria, 2003",r1b1r1k1/ppp1np1p/2np2pQ/5qN1/1bP5/6P1/PP2PPBP/R1B2RK1 w - - 1 0,1. Qxh7+ Kf8 2. Ne6+ fxe6 3. Bh6#
Black to move.,"Ildar Ibragimov vs Alex Sherzer, Virginia Beach, 2003",8/1p6/8/2P3pk/3R2n1/7p/2r5/4R2K b - - 0 1,1... Rh2+ 2. Kg1 Rg2+ 3. Kf1 Nh2# 
White to move.,"Rauf Mamedov vs Zurab Azmaiparashvili, Internet, 2003 ",4k2r/1b2ppb1/p3Nnp1/qp2p2p/7P/2rB1P2/PPPQ2P1/1K1R3R w - - 1 0,1. Bxb5+ axb5 2. Qd8+ Qxd8 3. Rxd8# 
White to move.,"Maxim Matlakov vs Sasa Martinovic, Halkidiki, 2003 ",r4r2/1pp5/1bnp3p/p2B1Pnk/P5p1/2PP2K1/1P6/R1B2R2 w - - 1 0,1. Rh1+ Nh3 2. Rxh3+ gxh3 3. Bf3# 
White to move.,"Georg Meier vs Oleg Shelajev, Budva, 2003 ",2qr2k1/4rppN/ppnp4/2pR3Q/2P2P2/1P4P1/PB5P/6K1 w - - 1 0,1. Nf6+ gxf6 2. Rg5+ fxg5 3. Qh8# 
White to move.,"Ian Nepomniachtchi vs Jonathan Dourerassou, Halkidiki, 2003",5kr1/pp4p1/3b1rb1/2Bp2NQ/1q6/8/PP3PPP/R3R1K1 w - - 1 0,1. Nh7+ Kf7 2. Qxd5+ Re6 3. Qxe6# 
White to move.,"Daniel Stellwagen vs Koneru Humpy, Wijk aan Zee, 2003",7R/3Q2p1/2p2nk1/pp4P1/3P2r1/2P5/4q3/5R1K w - - 1 0,1. Rxf6+ gxf6 2. Rg8+ Kh5 3. Qh7# 
White to move.,"Csaba Balogh vs Joseph Gallagher, Basel, 2004 ",1r2r1k1/5p2/5Rp1/4Q2p/P2B2qP/1NP5/1KP5/8 w - - 1 0,1. Rxg6+ Kf8 2. Bc5+ Re7 3. Qxe7#
Black to move.,"Antonin Chretien vs Sebastien Feller, France, 2004",r5k1/2p3pp/3p4/1p1Pp3/5q1P/1QP2r2/P1R2P2/3K3R b - - 0 1,1... Rd3+ 2. Ke1 Qe4+ 3. Re2 Qxh1# 
Black to move.,"Ekaterini Fakhiridou vs Almira Skripchenko, Aghia Pelagia, 2004 ",6k1/5rb1/p7/1p4Q1/3q4/P3p3/1PP3R1/4K3 b - - 0 1,1... Rf1+ 2. Ke2 Qd2+ 3. Kxf1 Qd1# 
White to move.,"Sebastien Feller vs Alexandre Lambrescak, France, 2004",r1b1nn1k/p3p1b1/1qp1B1p1/1p1p4/3P3N/2N1B3/PPP3PP/R2Q1K2 w - - 1 0,1. Nxg6+ Nxg6 2. Qh5+ Bh6 3. Qxh6# 
White to move.,"Alexander Grischuk vs Klisurica Jashar, Izmir, 2004",r3n2R/pp2n3/3p1kp1/1q1Pp1N1/6P1/2P1BP2/PP6/2KR4 w - - 1 0,1. Rf8+ Kg7 2. Ne6+ Kh7 3. Rh1# 
White to move.,"Alexey Korotylev vs Sergey Smagin, Sochi, 2004 ",3br3/pp2r3/2p4k/4N1pp/3PP3/P1N5/1P2K3/6RR w - - 1 0,1. Rxh5+ Kg7 2. Rgxg5+ Kf6 3. Rg6# 
White to move.,"Irina Krush vs Antoaneta Stefanova, Krasnoturinsk, 2004",3kr3/p1r1bR2/4P2p/1Qp5/3p3p/8/PP4PP/6K1 w - - 1 0,1. Qb8+ Rc8 2. Qd6+ Bxd6 3. Rd7# 
